Item Name,cat
"DEFIBRILLATOR,MONITOR,RECORDER",0
DEFIBRILLATOR/MONITOR-RECORDER SYSTEM,0
DEFIBRULATOR,0
"DEFLECTOR ASSEMBLY,",0
"DEFLECTOR TIP,WIRE ",0
DEGREASER,0
"DEHUMIDIFIER,PORTAB",0
"DEHUMIDIFIER,SPACE",0
DEICER             ,0
DELETED W/O 1997305,0
"DELUXE CORPSMAN KIT,EAR-NOSE-THROAT",0
"DEMINERALIZER,WATER,ION EXCHANGE",0
DEMIST SHIELD ASSY ,2
DEMOLITION HAMMER  ,0
"DEMOLITION SET,EXPL",0
"DEMOLITION SET,EXPLOSIVE INITIATING,ELECTRIC-NONELECTRIC",2
"DENTAL INSTRUMENTS, EQUIPMENT, AND SUPPL",0
"DENTAL KIT,EMERGENCY",0
"DENTAL KIT,EMERGENCY RESTORATION TMM-DE",0
"DEPLOY,BAG,WHELD,KH",0
DEPLOYMENT BAG ASSY,0
"DEPLOYMENT BAG,PARACHUTE",0
DEPLOYMENT CASE    ,0
"DEPLOYMENT KIT,RADIO FREQUENCY IDENTIFICATION",0
"DEPLOYMENT PACK,DEFIBRILLATOR",0
"DEPRESSOR,TONGUE",0
DESC=4 TON FLOOR JACK ,0
DESC=40 INCH  NEXUS HDTV ,0
DESC=4X6 BODY ARNOR BLANKET ,2
DESC=9501MODUAL IRIDIUM MOTOROLA ,0
DESC=AIM1MLRLASERKIT ,0
DESC=AIR TRAILER ,0
DESC=AIRDROP PLATFORM 12 FOOT ,0
DESC=ARMOR PLATE ,2
DESC=ARMOR PLATE POCKET  TAN ,2
DESC=AXE ,0
DESC=BAGS TACTICAL ACU ,0
DESC=BALISTIC SHEILDS ,2
DESC=BATON RIOT ,1
DESC=BEAM HIT TARGETING TRAINING ,0
DESC=BEAM HIT TRAINING SYSTEM ,0
DESC=BEAMHIT KIT SET ,0
DESC=BEAMHIT LASER TARGET SYSTEM ,0
DESC=BEAMHIT TARGET TRAINING ,0
DESC=BEAMHIT WEAPONS TRAINERS ,0
DESC=BINOCULARS BUSHNELL ,0
DESC=BINOCULARS LASER RANGE FINDER ,2
DESC=BLOOD PRESSURE CUFF ,0
DESC=BOMB BLANKET 4X4 ,0
DESC=BOOTS COMBAT ,2
DESC=BOROSCOPE ,0
DESC=BOXING EQUIP ,0
DESC=BUTTSTOCK ,2
DESC=CAMAERA DIGITAL E 10 ,0
DESC=CAMERA DIGITAL SONY DSC875 ,0
"DESC=CAMERA, DIGITAL SET W/CASE ",0
"DESC=CAMERA, SURVEIL & ATTACHMENTS ",0
DESC=CARD SCAN PLUS ,0
"DESC=CHAIR, METAL, FOLDING ",0
DESC=CLAYMORE MINE  M68 ,1
DESC=CLEANING KIT ,0
"DESC=CLEANING KIT,HYDRATION ",0
DESC=COMPASS CADET 2200 BRUNTON ,0
DESC=COMPUTER ,2
DESC=COOLER AIR EVAPOR ,0
DESC=COVERALLS FLYERS ,0
DESC=CPCV   EXTENSION CORD ,0
DESC=CPCV  LIGHT OUTLET BOX ,0
DESC=CPCV BATON RIOT WOOD ,1
DESC=CPCV BATONS RUBBER ,1
DESC=CPCV COLOR COMPUTER PROJECTOR ,0
DESC=CPCV SIMUNITION VEST ,2
DESC=CPCVX CONVERSION KIT M4A1 CAR ,0
DESC=CPCVX DETECTOR SYS VAPOR TRAC ,2
DESC=CPCVX MAGAZINE M16 CLEAR PLAS ,2
DESC=CPCVX PROTECTIVE MASK SIMUNIT ,2
DESC=CPCVX PROTECTIVE PANTS SIMUNI ,2
DESC=CPCVX PROTECTIVE SLEEVE SIMU ,2
DESC=CPCVX PROTECTIVE VEST SIMUNI ,2
DESC=CPCVX PROTECTOR FOREARM SIMUN ,2
DESC=CPCVX PROTECTOR GOIN SIMUNI ,2
DESC=CPCVX PROTECTOR NECK SIMUNI ,2
DESC=CPCVX SOFT POUCH M249 SIMUNIT ,2
DESC=CPCVX TOOLS ,0
DESC=DEFENDER ENTRY SHEILD ,0
DESC=DETECTOR  MINE ,2
DESC=DETECTOR CHEMICAL LIGHTWEIGHT ,2
DESC=DETECTOR KIT MULTI GAS LCD ,2
DESC=DETECTOR MULTI GAS HANDHELD ,2
"DESC=DRILL,ELECTRIC,PORTABLE ",0
DESC=DS TRIPOD ,0
DESC=DUMMY AK47ASSULT ,2
DESC=DUMMY M16A ,2
DESC=DUMMY M16A1 PLASTIC RIFLE ,2
DESC=DUMMY M16A1 TRAINING ,2
"DESC=EDGED TOOLS, NON POWERED ",0
DESC=EF JOHNSON RADIO 242 5112 61 ,2
DESC=ELBOW AND KNEE PAD SET ,0
DESC=ELBOW KNEE PAD SET ,0
DESC=ELLIPTICAL ,0
DESC=EOD UXO CONTAINMENT TRAILER ,0
DESC=EXPLOSIVE DEVICE TRANSPORT ,3
DESC=FLEECE POLARTEC ,0
"DESC=FOUNTAIN, DRINKING  DOG ",0
DESC=GAITOR BOOT ,0
DESC=GARRETT CONTAINER SYSTEM ,0
DESC=GLOVES FLYERS CWF-FG-80 ,0
DESC=GLOVES RUCKER BLACK ,0
DESC=GPS W MOUNT ,0
DESC=GREEN PLACTIC BOX EMPTY ,0
DESC=GUARDFIST TRAINER ,0
DESC=HANDS TOOLS ,0
DESC=HEADSET  COMMUNICATION ,0
DESC=HELMET  GROUND TROOP LG ,0
DESC=HELMET GROUND TROOP SZ LARGE ,2
DESC=HELMET GROUND TROOP SZ MEDIUM ,2
"DESC=HELMET,RIOT ",2
DESC=HOLSTER PISTOL  BLK SAFARI ,2
DESC=HONDA FOURTRAX ,3
"DESC=HOOD, ANTIFLASH FIRE RESISTAN ",0
DESC=I R HUMVEE LIGHT ,0
DESC=IMAGE INTENSIFIER ,0
DESC=IMAGING SYSTEM AN/AVX-1 ,0
DESC=INDIVIDUAL FIRST KIT ,0
DESC=INERT AK 47 ,2
DESC=INERT M16A1 ,2
DESC=INERT M16A1 RUBBER RIFLE ,2
DESC=INERT ROCKET LAUNCHER ,2
DESC=INERT RPK RIFLE ,2
DESC=INERT SOVIET PKM RIFLE ,2
DESC=INSPECTION SYSTEM VEHICLE ,3
DESC=INTRUDER ENTRY SHIELD ,2
DESC=IR LAMP VERSION M ,0
DESC=IROBOT 510 ,0
DESC=KAWASAKI 3010 ,0
DESC=KIT CAMELPAK CLEANER ,0
DESC=KIT FSBE INDIVIDUAL ,0
DESC=KIT TUBE CUT ,0
DESC=KNEE & ELBOW PAD SETS ,0
DESC=LADDER FOLDING ,0
DESC=LARGE SCREEN TELEVISIONS ,0
DESC=LASER BALLISTIC GLASSES ,2
DESC=LASER KIT ,0
DESC=LASER MEASUREMENT SYSTEM ,0
DESC=LASER POINTER ,0
DESC=LASER RANGE FINDER ,0
DESC=LASER SYSTEM BEAMHIT ,0
DESC=LIFTING TOOL ,0
DESC=LIGHT HEAD ,0
DESC=LOADDEARER BELT ,0
DESC=LRAD 1000 HEAD UNIT ,0
DESC=M16A1 RUBBER W BAYONET ATTACH ,1
DESC=M16A1 TRAINING WEAPON ,2
DESC=MACHETE ,1
DESC=MARCBOT ,0
DESC=MEDICAL BAG ,0
DESC=METAL DEETECTOR ,0
DESC=MICROWAVE ,0
DESC=MINE DETECTING SET  F1A4 ,0
DESC=MOBILE OPERATIONS CENTER ,0
DESC=MODULAR ENTRY TOOLS ,0
DESC=NACRE QUIETPRO HEARING PROTEC ,0
DESC=NIGHT VISION OUTFIT ,2
DESC=NIGHT VISION SCOPE ,2
DESC=NIKON 105MM LENS ,0
DESC=NIKON NIKKOR 24MM 1 2 8 MANUA ,0
DESC=NIKON NIKKOR 28 85MM LENS ,0
DESC=NIKON NIKKOR 35-105MM 1 3-4 5 ,0
DESC=NIKON NIKKOR 80-200MM 1 4 LEN ,0
DESC=PARACHUTE ,2
DESC=PARKA COLD WEATHER LARGE ,0
DESC=PARKA GOORTEX LWT XL ,0
DESC=PARKA GORTEX LWT M ,0
DESC=PERSONNEL BOMB SHIELD ,2
DESC=PLATE LOADED SMITH MACHINE ,0
DESC=POST POUNDER ,0
DESC=POWER SYSTEM EMERGENCY MOBILE ,0
"DESC=POWER SYSTEM, EMERGENCY, MOBI ",0
"DESC=POWER SYSTEM, EMERGENCY,MOBIL ",0
DESC=PRESSURE WASHER ,0
DESC=PROTECTOR  HEARING ,0
DESC=PROTECTOR HEARING QUIETPRO ,0
DESC=PUBLIC ADDRESS SYSTEM ,0
DESC=QUICK SET PAN   TILT CONTROLL ,0
DESC=RADIO INTERFACE ,0
DESC=RADIO P25 VHF PORTABLE ,0
DESC=RECCE KIT SURVEILLANCE SYSTEM ,0
DESC=RECREATIONAL AND GYMNASTIC EQ ,0
DESC=REFRIGERATOR ,0
DESC=RIOT GEAR ,0
DESC=RIOT SHIELD ,2
DESC=ROBO CHECK POINT ,0
DESC=ROD PISTON ASSY ,0
DESC=RSTA SENSOR KIT ,0
DESC=SAFE ,0
DESC=SAW CIRCULAR 7 1/4 INCH ,0
DESC=SCANJET 8250 DIG FLATBED SCAN ,0
DESC=SHARPS DISPOSAL CONTAINERS ,0
DESC=SHELTER STORAGE ,0
DESC=SHIELD BODY LARGE ,2
DESC=SHIELD BODY SMALL ,2
DESC=SIGHT REFLEX   MS02 TRIJICON ,0
DESC=SIGHT RELEX ,0
DESC=SILKWEIGHT DRAWERS BLK XL ,0
DESC=STORAGE MAGAZINE ADVANCED ,0
DESC=STROBE LIGHT FIXTURE ,0
"DESC=SUICIDE BOMBER VEST, TRAINING ",2
DESC=SURVEILLANCE SYSTEM ,0
DESC=TACTICAL RECEIVER RECORDER ,2
DESC=TACTICAL VIDEO SYSTEM ,2
DESC=TASER ,1
DESC=TELEPHONE ,0
DESC=THERMAL GOGGLE SYSTEM ,2
DESC=THUMBDRIVE  USB BIOMETRIC ,0
"DESC=TOTE, 24 GAL RUBBERMAID ",0
DESC=TRAINER SPATIAL DISORIENTATIO ,0
DESC=TRAINING SYSTEM ,0
DESC=TRANSMISSION CART ,0
"DESC=TRANSPORT SYSTEM, EOD TRANSPORT TRAILER ",0
DESC=TRIGGER ASSY ,0
DESC=TROUSERS  COLD WEATHER XLG ,0
DESC=TROUSERS COLD WEATHER LRG NMX ,0
DESC=TRSRS GORTEX L WT MED ,0
DESC=TRSRS GORTEX LWT L ,0
DESC=TRSRS GORTEX LWT XL ,0
DESC=TRUCK  TRACTOR ,3
DESC=TSE  TACTICAL RECON KIT ,0
DESC=UDVR VIDEO RECORDER ,0
"DESC=UPS,APC SMART RT TOWER ISOLAT ",0
DESC=VAPOR TRACER ,0
DESC=VECTRONIX 202AG ,0
DESC=VEHICLE GUN BRAKET ,0
DESC=VIEWER  INFRARED ,0
DESC=WEAPON AIDS ,2
DESC=WEAPON LIGHT ,2
DESC=WIRELESS CARD ,0
DESC=WIRELESS LAN CARD ,0
"DESCENDER,MOUNTAIN CLIMBERS",0
"DESCENT DEVICE,EMERGENCY",0
DESICCANT PACK,0
"DESICCANT,ACTIVATED",0
DESK,0
DESK               ,0
"DESK,FIELD",0
DESKTOP,0
"DETECTING AND TRACING SET,METAL",0
"DETECTING SET,MINE",0
"DETECTING-RANGING SET,FIRE CONTROL",0
"DETECTION KIT,EXPLOSIVE",2
"DETECTION SYSTEM,WEAPONS FIRING",2
DETECTOR ASSEMBLY  ,0
DETECTOR DEMIL B,0
"DETECTOR KIT,GAS",0
"DETECTOR,ANTI-INTRUSION",0
"DETECTOR,CHEMICAL AGENT,AUTOMATIC",0
"DETECTOR,END-TIDAL,CARBON DIOXIDE",0
"DETECTOR,EXPLOSIVE ORDNANCE",2
"DETECTOR,GAS",0
"DETECTOR,HEAT",0
"DETECTOR,METAL     ",0
"DETECTOR,METAL FLAW,ELECTRONIC",0
"DETECTOR,METAL,SECURITY",0
"DETECTOR,METALLIC PARTICLE",0
"DETECTOR,MINE",0
"DETECTOR,RADIAC",0
"DETECTOR,RADIO FREQUENCY",0
"DETECTOR,WALKTHROUGH,METAL",0
"DETECTOR,WIND DIRECTION AND SPEED",0
"DETECTOR,WIND SPEED",0
DETECTORS DEMIL A,0
"DETENT,PAWL        ",0
"DETENT,SAFETY      ",0
"DETERGENT,UTILITY",0
"DEVICE,PURGE       ",0
"DIAL,ELEVATION     ",0
"DIAL,SCALE",0
"DIE AND TAP SET,THREAD CUTTING",0
"DIE SET,METAL STAMPING,HAND",0
"DIE SET,RETHREADING,SPLIT NUT",0
DIESEL ENGINES AND COMPONENTS,0
"DIFFERENTIAL,DRIVING AXLE",0
"DIFIBRILLATOR,AUTOMATIC EXTERNAL",0
"DIGGER,POSTHOLE,HINGED",0
"DIPPER,KITCHEN",0
DIRECTION FINDER SET,0
"DIRECTIONAL LIGHT,VEHICULAR",0
"DISCHARGE TUBE,COMP",0
"DISCHARGER,BATTERY",0
DISCONNECTOR       ,0
DISCONNECT-SEMI    ,0
"DISH,EATING",0
DISHWASHER,0
"DISINFECTANT,UTILITY",0
DISINFECTING KIT,0
"DISINTEGRATOR,PAPER",0
"DISK AND HUB,COMPRESSOR,AIRCRAFT GAS TURBINE ENGINE",0
DISK DRIVE,0
DISK DRIVE UNIT,0
"DISK,FLEXIBLE",0
"DISK,INDICATOR,OIL ",0
"DISK,NONFLEXIBLE",0
"DISK,SOLID,PLAIN",0
"DISK,SOUND RECORDING",0
"DISK,TURBINE,AIRCRAFT GAS TURBINE ENGINE",0
DISPENSER,0
"DISPENSER,DRINKING WATER,NONMECHANICALLY COOLED",0
"DISPENSER,LIQUID,INSULATED",0
"DISPENSER,PAPER CLIP",0
"DISPENSER,PRESSURE SENSITIVE ADHESIVE TAPE",0
"DISPENSER,SOAP",0
"DISPENSER,TABLEWARE,AUTOMATIC",0
"DISPENSING PUMP,HAND DRIVEN",0
DISPLAY BOARD      ,0
"DISPLAY BOARD,DIGIT",0
DISPLAY UNIT,0
"DISPLAY UNIT,HEAD-UP",0
"DISPOSAL CONTAINER,HYPODERMIC NEEDLE AND SYRINGE",0
"DISTRIBUTING SYSTEM,ELECTRICAL",0
DISTRIBUTION BOX,0
"DISTRIBUTOR,WATER,TANK TYPE",0
DITCHING MACHINE,0
DIVER PROPULSION DEVICE,0
DIVER'S DRESS,0
DIVERS SUIT,0
"DIVIDER,AMMUNITION RACK",2
"DIVIDER,POWER,RADIO FREQUENCY",0
DIVING EQUIPMENT SET,0
"DIVING,UNDERWATER P",0
DOCKING STATION,0
DOG MUZZLE SET     ,0
"DOLL,TRAINING,NURSING TECHNIQUE",0
DONGLE,0
"DOOR ASSEMBLY,AIRCRAFT SEAT",0
"DOOR,ACCESS,AIRCRAFT",0
"DOOR,ACCESS,WEAPON SYSTEM",2
"DOOR,AIRCRAFT",0
"DOOR,CREW          ",0
"DOOR,HATCH,VEHICLE",0
"DOOR,VEHICULAR",0
"DOSEMETER,ELECTRONIC,PERSONAL MK.2",0
"DOSIMETER,DIRECT,RE",0
"DOSIMETER,NOISE    ",0
"DRAFTING, SURVEYING, MAPPING INSTRUMENTS",0
"DRAG BAG,SNIPER RIFLE",2
"DRAIN,OIL          ",0
"DRAINING KIT,FUEL",0
"DRAPE,SURGICAL",0
DRAWBAR            ,0
DRAWER,0
"DRAWER,MARINE      ",0
"DRAWERS,COLD WEATHER",0
"DRAWERS,EXTREME COLD WEATHER",0
"DRAWERS,FLAME RESISTANT",0
"DRAWERS,FLYERS",0
"DRAWERS,FLYERS'",0
"DRAWERS,MENS",0
DRESSER,0
"DRESSING,ALGINATE,IMPREGNATED",0
"DRESSING,BURN      ",0
"DRESSING,BURN,FIRST AID",0
"DRESSING,CHEST SEAL WOUND",0
"DRESSING,COMPRESSION",0
"DRESSING,FIRST AID,FIELD",0
"DRESSING,HEMOSTATIC",0
"DRESSING,OCCLUSIVE,ADHESIVE",0
"DRESSING,PRESSURE PAD",0
"DRESSING,SURGICAL,SILVER",0
"DRESSING,WOUND CONTACT",0
"DRESSING,WOUND SEAL",0
"DRIER,HAND,ELECTRIC",0
"DRILL BITS, COUNTERBORES, COUNTERSINKS",0
"DRILL KIT,CORDLESS ",0
"DRILL SET,TWIST",0
"DRILL, POWER",0
"DRILL,ELECTRIC,PORTABLE",0
"DRILL,HAND",0
"DRILL,MASONRY,POWER HAMMER",0
"DRILL,MASONRY,ROTARY DRIVEN",0
"DRILL,PNEUMATIC,PORTABLE",0
"DRILL,TWIST",0
"DRILL-DRIVER,ELECTRIC,PORTABLE",0
DRILLING AND TAPPING MACHINES,0
"DRILLING MACHINE,RADIAL",0
"DRILLING MACHINE,UPRIGHT",0
"DRINK TUBE,HYDRATION SYSTEM",0
DRINKING SYSTEM    ,0
DRINKING SYSTEM RESERVOIR,0
"DRIVE ASSEMBLY,LIMIT SWITCH",0
DRIVE RING SET     ,0
"DRIVE SHAFT ASSEMBLY,CONSTANT VELOCITY,VEHICULAR",0
"DRIVE SHAFT ASSEMBLY,ROTARY WING",0
DRIVE SHAFT-SEG    ,0
"DRIVE,CAMERA,SECURITY",0
"DRIVER,BALL-ALLEN  ",0
"DRIVER,FENCE POST",0
"DRIVER,FENCE POST  ",0
"DRIVER,PROJECTILE,EXPLOSIVE ORDNANCE DISPOSAL",2
"DRIVER,SCREW,FLAT T",0
"DRIVESHAFT ASSY,TAI",0
DROP LEAF TABLE,0
"DRUM,FABRIC,COLLAPSIBLE",0
"DRUM,HAZARDOUS MATERIAL DISPOSAL",0
"DRUM,SHIPPING AND STORAGE",0
"DRUM,SNARE",0
"DRUM,WINCH,VEHICULAR",0
DRUMS AND CANS,0
"DRY SUIT,RESCUE    ",0
"DRY SUIT,RESCUE SWIMMERS",0
DRYER INDUSTRIAL AIR,0
DRYER RACK ASSEMBLY,0
"DRYER,AIR VEHICULAR BRAKE",0
"DRYER,FIRE HOSE    ",0
"DRYSUIT,MILITARY   ",0
DUAL PERSONAL ROLE RADIO,0
DUAL VGA VIDEO SPLITTER,0
DUAL VISOR ASSEMBLY,0
DUCT               ,0
"DUCT ASSEMBLY,AIR CONDITIONING-HEATING,AIRCRAFT",0
"DUCT ASSEMBLY,BLEED AIR",0
"DUCT ASSY,AIR      ",0
"DUCT ASSY,OIL COOLE",0
"DUCT,AIR DISCHARGE,VENT HOOD",0
"DUCT,AIR OUTLET    ",0
"DUCT,COOLING       ",0
"DUCT,EXHAUST,AIRCRAFT GAS TURBINE ENGINE",0
"DUCT,OIL COOLER    ",0
DUMBELL,0
"DUMMY LOAD,ELECTRICAL",0
DUSTPAN,0
DVD DRIVE,0
DVD PLAYER,0
"DYNAMOMETER,VEHICLE CHASSIS,SINGLE DRIVE",0
"EARCUP,HELMET      ",0
"EARPHONE ASSY,COMM SYS",0
"EARPIECE,STETHOSCOPE",0
"EARSEAL,HELMET     ",0
EARTH MOVING AND EXCAVATING EQUIPMENT,0
"EASEL,DISPLAY AND TRAINING",0
EGG WHIP,0
"EJECTOR,CARTRIDGE",0
ELBOW ASSEMBLY     ,0
"ELBOW ASSEMBLY,NIGHT VISION",2
ELBOW ASSY         ,0
"ELBOW PADS,EXTERNAL LARGE",0
"ELBOW,PAD          ",0
"ELBOW,PADS         ",0
"ELBOW,PIPE",0
"ELBOW,TUBE",0
ELEC POWER DIST EQ,0
ELECTRIC ARC WELDING EQUIPMENT,0
ELECTRIC HAPS VACU-,0
ELECTRIC LAMPS,0
ELECTRIC LIGHTING FIXTURES,0
ELECTRIC PORTABLE AND HAND LIGHTING EQUI,0
"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",0
ELECTRIC RESISTANCE WELDING EQUIPMENT,0
ELECTRIC VEHICULAR LIGHTS AND FIXTURES,0
ELECTRICAL HARDWARE AND SUPPLIES,0
ELECTRICAL INSULATORS AND MATERIALS,0
ELECTRICAL JUNCTION,0
ELECTRICAL RACK,0
"ELECTRODE,ELECTROCARDIOGRAPH",0
"ELECTRODE,WELDING",0
ELECTRONIC COMPONENTS ASSEMBLY,0
ELECTRONIC COUNTERMEASURES,0
ELECTRONIC MODULE  ,0
"ELECTRONIC SHOP,SEMITRAILER MO",0
"ELECTRONIC SHOP,SEMITRAILER MOUNTED",0
"ELECTRONIC SHOP,SHELTER MOUNTED",0
"ELECTRONIC SHOP,TRANSPORTABLE",0
"ELECTRONIC UNIT,NIGHT VISION VIEWER",2
"ELECTRONIC UNIT,THE",0
"ELECTRONIC UNIT,THERMAL WITH CONTAINER",2
ELECTRONIC VIDEO MIRROR PAIR,0
ELECTRONIC WHITEBOARD,0
ELECTRONICS CHASSIS,0
"ELEVATING AND TRAVERSING MECHANISM,CREW-SERVED WEAPON",2
"ELEVATOR,AIRCRAFT",0
"ELEVATOR,CARTRIDGE ",0
"ELEVATOR,PORTABLE",0
ELLIPTICAL,0
ELLIPTICAL CROSS TRAINER,0
ELLIPTICAL EXERCISE,0
EMERG DECON SHELTER,0
EMERGENCY BLANKET  ,0
"EMITTER,INFRARED   ",0
ENAMEL,0
ENCRYPTION/DECRYPTION SUBASSY,0
ENCRYPTION-DECRYPTION EQUIPMENT,0
END TABLE,0
ENG CONTROL LEVER  ,0
ENGAGEMENT SKILLS TRAINER II,0
ENGINE             ,0
"ENGINE FUEL SYSTEM COMPONENTS, NONAIRCRA",0
"ENGINE,AIRCRAFT,TURBO-SHAFT",0
"ENGINE,DIESEL",0
"ENGINE,GASOLINE",0
"ENGINE,W CONTAINER ",0
ENGRAVING MACHINE  ,0
ENHANCED BED NET SET,0
ENHANCED FRAME SHOULDER STRAPS,0
ENHANCED REFRIGERATION UNIT,0
"ENSEMBLE,UNDERWEAR ",0
ENTERTAINMENT CENTER,0
"ENVELOPE,MAILING",0
"ENVELOPE,MESSENGER SERVICE",0
"ENVELOPE,PHOTOGRAPHIC NEGATIVE",0
EOD ROBOT,0
EOD SEARCH KIT     ,0
EPOXY COATING KIT,0
EPOXY PRIMER COATING KIT,0
"EQUALIZER,BATTERY  ",0
EQUIPMENT BELT EXTE,0
"EQUIPMENT SET,NVS  ",0
"ERASER,RUBBER",0
ESCUTCHEON PLATE,0
"ETCHER,ELECTRIC",0
"EXCAVATOR,UTILITY,CRAWLER MOUNTED",0
"EXCAVATOR,UTILITY,WHEEL MOUNTED",0
"EXCITER,IGNITION",0
"EXCLUDER,SLEEVE ASS",0
"EXERCISE BANDS,RESI",0
EXERCISE MACHINE,0
EXERCISE MACHINE   ,0
"EXERCISE MACHINE,GYMNASTIC",0
"EXERCISE MACHINE,LEG PRESS",0
"EXERCISE MACHINE,STATIONARY BICYCLE",0
"EXERCISER,ARM,GYMNASTIC",0
"EXERCISER,BICEPS",0
"EXERCISER,CHEST PRE",0
"EXERCISER,LEG PRESS",0
"EXERCISER,LEG PRESS,GYMNASTIC",0
"EXERCISER,TREADMILL",0
EXHAUST STACK ASSEMBLY,0
EXPANSION MODULE 16,0
"EXPLORER,DENTAL",0
EXPLOSIVE DETECTOR ,2
"EXTENSION CORD,MBU ",0
"EXTENSION SET,INTRAVENOUS ADMINISTRATION",0
EXTENSION SHAFT,0
EXTENSION SOCKET WR,0
"EXTENSION,LOWER    ",0
"EXTENSION,LOWER RECEIVER",0
"EXTENSION,SOCKET WRENCH",0
EXTERNAL LIGHT KIT ,0
EXTERNAL MEDICAL MODULAR POCKET,0
"EXTINGUISHER,FIRE",0
"EXTINGUISHER-DRILL,FIRE",0
"EXTRACTION DEVICE,SPINE SPLINT ASSEMBLY",0
EXTRACTION ROPE    ,0
EXTRACTION TOOL    ,0
"EXTRACTOR SET,SCREW",0
"EXTRACTOR SET,TAP",0
"EXTRACTOR,CARTRIDGE",0
"EXTRACTOR,IMAGE INTENSIFIER",0
"EXTRACTOR,RUPTURED CARTRIDGE CASE",0
"EXTRACTOR,TARGET,INTERROGATOR SET",0
EXTRICATION DEVICE SET,0
"EXTRICATION KIT,RECIPROCATING SAW,RESCUE AND SALVAGING",0
EYE AND FACE WASH STATION,0
"EYE ASSEMBLY,AIRCRA",0
EYE HOOK,0
EYE PROTECTOR      ,0
"EYE WASH STATION,PORTABLE",0
EYECUP ASSEMBLY    ,0
EYEGUARD           ,0
EYEPIECE ASSEMBLY  ,0
"EYEPIECE ASSEMBLY,OPTICAL INSTRUMENT",2
"EYESHIELD,OPTICAL INSTRUMENT",2
EYEWASH EQUIPMENT,0
F4949R OBJECTIVE LE,0
"FACE GUARD,PARARESCUE HELMET",0
FACE SHIELD        ,2
"FACE SHIELD,TACTICAL SIMULATION HELMET",2
"FACEBLANK,LARGE    ",0
"FACEFORM,CHEMICAL-BIOLOGICAL MASK",0
FACEMASK           ,0
"FACEPIECE,BREATHING EQUIPMENT",0
"FACESHIELD,INDUSTRIAL",2
"FACESHIELD,MILITARY,RIOT CONTROL",2
"FACESHIELD,PROTECTIVE",2
"FACESHIELD,RIOT CONTROL",2
FACSIMILE SET,0
"FAIRING ASSY,AFT   ",0
"FAIRING ASSY,ENGINE",0
"FAIRING,INLET GUIDE",0
"FAIRLEAD,ROLLER",0
FAN,0
FAN GRILL          ,0
"FAN,CENTRIFUGAL",0
"FAN,CIRCULATING",0
"FAN,VENTILATING",0
"FANS, AIR CIRCULATORS AND BLOWER EQUIPME",0
"FANS, AIR CIRCULATORS, AND BLOWER EQUIP",0
FAST ATTACK VEHICLE,3
"FASTENER TAPE,HOOK",0
"FASTENER TAPE,HOOK,",0
"FASTENER TAPE,PILE",0
"FASTENER,PAPER",0
FASTENING DEVICES,0
FATS 5 SYSTEM      ,0
"FAX,SECURE         ",0
"FEEDER,WIRE,WELDING",0
FELT PAD           ,0
"FENCING, FENCES, GATES AND COMPONENTS",0
"FENCING,WIRE",0
"FENDER,MARINE",0
"FENDER,VEHICULAR",0
FIBER OPTIC CABLES,0
FIBER OPTIC KITS AND SETS,2
"FIBER ROPE ASSEMBLY,SINGLE LEG",0
"FIBER ROPE, CORDAGE, AND TWINE",0
"FIBER,LIGHT,PROJECT",0
FIBERSCOPE,0
"FIBERSCOPE,4MM     ",0
"FIBERSCOPE,TRACHEAL INTUBATION",0
"FIBRE,OPTIC,BLOCK  ",2
"FIELD HAND WASH STATION,GREEN",0
"FIELD HAND WASH STATION,TAN",0
FIELD MEDICAL BAG  ,0
FIELD PACK,0
"FIELD PACK,LARGE,SET",0
"FIELD PACK,SURVIVAL KIT,AIRCRAFT SEAT",0
FIELD SANITATION KIT,0
FIELD SERVICE KIT  ,0
FIFTH WHEEL ASSEMBLY,0
FIGHTING LOAD CARRIER,0
FIGHTING POSITION O,0
FILE CABINET,0
"FILE SET,HAND",0
"FILE,HAND",0
"FILE,HORIZONTAL,DESK",0
"FILE,WORK ORGANIZER",0
FILING CABINET,0
"FILL DEVICE,ELECTRO",0
"FILLER AND BLEEDER,HYDRAULIC SYSTEM,POWER OPERATED",0
"FILLER CAP,BATTERY",0
"FILLER,MAGAZINE",2
"FILLER,SPEED BUMP  ",0
"FILM,WINDSHIELD TEAR-OFF - LH",0
"FILTER ASSEMBLY,ELBOW",0
"FILTER ASSEMBLY,FUE",0
"FILTER ASSY,FUEL   ",0
"FILTER CAP,INSTRUME",0
FILTER CARTRIDGE   ,0
FILTER CAVITY ASSEM,0
"FILTER ELEMENT,FLUID",0
"FILTER ELEMENT,INTAKE AIR CLEANER",0
"FILTER, AIR HM-1",0
"FILTER,ACOUSTICAL",0
"FILTER,CHARCOAL    ",0
"FILTER,DRINKING SYSTEM",0
"FILTER,FLASHLIGHT",0
"FILTER,FLUID",0
"FILTER,INFRARED LIGHT",0
"FILTER,LIGHT,INTERFERENCE",0
"FILTER,LIGHT,OPTICAL INSTRUMENT",0
"FILTER,LIGHT,PANEL ",0
"FILTER,LIGHT,TELESCOPIC INSTRUMENT",0
"FILTER,NIGHT VISION",2
"FILTER,PARTICULATE",0
"FILTER,RADIO FREQUENCY INTERFERENCE",0
"FILTER,RESPIRATOR,AIR FILTERING",0
"FILTER,SIGNAL LIGHT",0
"FILTER,WATER PURIFICATION",0
